"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.print_section","response.docs.print_page","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.subsection_name","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time","response.docs.slideshow_credits"
"122","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Former malls and abandoned shopping-center sites are in the midst of a repurposing — and one of those new uses is senior housing.","https://www.nytimes.com/2020/10/24/business/senior-housing-retail-redevelopment.html","Former malls and abandoned shopping-center sites are in the midst of a repurposing — and one of those new uses is senior housing.","George and Pat Ritzinger moved five years ago to a community that few would initially consider a retirement mecca: a former shopping center site in Wayzata, Minn. They had spent the previous 15 years in a townhouse development in the Minneapolis-St. Paul area, yet found the atmosphere chilly.","BU","4","The New York Times","2020-10-24T09:00:14+0000","article","SundayBusiness","Business Day","News","nyt://article/5e92ba27-41b4-5373-a326-728cffaf8195",1259,"nyt://article/5e92ba27-41b4-5373-a326-728cffaf8195",NA,"Once Meccas of Retail Therapy, Now Homes to Elder Americans","retiring",NA,"Abandoned Retail Sites Become Senior Housing",NA,NA,NA,"By John F. Wasik",NA,2273,130,32,NA
"123","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Our weekly look for and about Canadians, Canada Letter, explores medical wait times, visits the Yukon and remembers a political mastermind.","https://www.nytimes.com/2017/09/22/world/canada/canada-letter-health-care-ifoa.html","Our weekly look for and about Canadians, Canada Letter, explores medical wait times, visits the Yukon and remembers a political mastermind.","This week’s Canada Letter includes observations from the Yukon and a ticket offer for Times subscribers. But first we have an exclusive item for readers of this newsletter from our colleagues at The Upshot, the group at The Times that examines the world through data.",NA,NA,"The New York Times","2017-09-22T19:19:15+0000","article","Foreign","World","News","nyt://article/1e02932d-166c-5bc0-be4b-0a8b24363915",1377,"nyt://article/1e02932d-166c-5bc0-be4b-0a8b24363915","Canada","Canada Letter: Health Care Comparisons and an NYT Offer",NA,NA,NA,NA,NA,NA,"By Ian Austen",NA,2273,130,32,NA
"124","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","When my mother got Covid in April 2020, I learned what we lose over text.","https://www.nytimes.com/2022/04/26/well/family/covid-texting-grief.html","When my mother got Covid in April 2020, I learned what we lose over text.","My mother wasn’t a texter. When she first bought an iPhone in 2019, her texts came out garbled, with baffling spaces between words. She told me repeatedly that the format eluded her. Could I please call her instead, for God’s sake!","D","7","The New York Times","2022-04-26T09:00:08+0000","article","Well","Well","News","nyt://article/b219a54a-0104-5f78-b293-bcaeb4894e9e",1168,"nyt://article/b219a54a-0104-5f78-b293-bcaeb4894e9e","Family","No Way to Say Goodbye",NA,NA,"When the Very Personal Becomes Impersonal",NA,NA,NA,"By Jennifer Spitzer",NA,2273,130,32,NA
"125","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Roboticists and physicians predict that a new wave of technological advances, including drones, will help older adults stay at home longer.","https://www.nytimes.com/2015/12/08/science/as-aging-population-grows-so-do-robotic-health-aides.html","Roboticists and physicians predict that a new wave of technological advances, including drones, will help older adults stay at home longer.","SAN FRANCISCO — The ranks of older and frail adults are growing rapidly in the developed world, raising alarms about how society is going to help them take care of themselves in their own homes.","D","1","The New York Times","2015-12-04T11:00:18+0000","article","Science","Science","News","nyt://article/cf7d40a8-6998-5d1f-833d-1e0823faf9e8",1396,"nyt://article/cf7d40a8-6998-5d1f-833d-1e0823faf9e8",NA,"As Aging Population Grows, So Do Robotic Health Aides",NA,NA,"Artificial Friends for the Aging",NA,NA,NA,"By John Markoff",NA,2273,130,32,NA
"126","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Continuing care retirement communities promise lifetime care but ask for a lot of your money up front. Here are tips for figuring out if one is financially stable.","https://www.nytimes.com/2018/03/09/business/retirement-community-financial-health.html","Continuing care retirement communities promise lifetime care but ask for a lot of your money up front. Here are tips for figuring out if one is financially stable.","Alicia Butcher Ehrhardt has it all figured out. With their three children grown and out of their New Jersey home, she and her husband, William, will move into a full-service retirement community this year. It will be someplace “interesting and affordable,” in her words, and, ideally, dry in the summer. “I don’t like humidity,” she said.","BU","7","The New York Times","2018-03-09T18:37:30+0000","article","SundayBusiness","Business Day","News","nyt://article/f524bd20-50aa-52c3-b503-95e7a3a88986",1261,"nyt://article/f524bd20-50aa-52c3-b503-95e7a3a88986",NA,"7 Ways to Judge a Retirement Community’s Financial Health","Retiring",NA,"Continuing Care Homes Need a Financial Checkup",NA,NA,NA,"By Peter Finch",NA,2273,130,32,NA
"127","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The needs of older relatives remove women from the labor force in the United States far more than in other wealthy nations, at a cost to the economy.","https://www.nytimes.com/2019/08/29/business/economy/labor-family-care.html","The needs of older relatives remove women from the labor force in the United States far more than in other wealthy nations, at a cost to the economy.","DUNWOODY, Ga. — Aisha Adkins would rather have her own place, instead of living with her parents. She would also like a job, a car, a master’s degree and savings. But at 35, a decade after graduating from Georgia Southern University in Statesboro with a specialty in social services, she has had to put off those goals.","B","1","The New York Times","2019-08-29T09:00:09+0000","article","Business","Business Day","News","nyt://article/bec97254-2a0d-5b99-813d-10e515cbc6a5",1653,"nyt://article/bec97254-2a0d-5b99-813d-10e515cbc6a5","Economy","Why Aren’t More Women Working? They’re Caring for Parents",NA,NA,"In Primes of Careers, Women Bear Burden of Caregiving",NA,NA,NA,"By Eduardo Porter",NA,2273,130,32,NA
"128","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A Times investigation suggests that strict rules on the use of antipsychotic drugs in elder care have a gaping loophole.","https://www.nytimes.com/2021/09/14/podcasts/the-daily/nursing-homes-antipsychotics.html","A Times investigation suggests that strict rules on the use of antipsychotic drugs in elder care have a gaping loophole.","In October 2016, Yvonne Blakeney found herself unable to look after her husband, David, who was suffering from dementia, and placed him in a South Carolina nursing home.",NA,NA,"The New York Times","2021-09-14T10:00:07+0000","article","Podcasts","Podcasts","News","nyt://article/63e4f9d5-5749-5f2d-83ac-faca7537b14e",356,"nyt://article/63e4f9d5-5749-5f2d-83ac-faca7537b14e","The Daily","A Hidden Shame in Nursing Homes",NA,NA,NA,NA,NA,NA,"By Michael Barbaro, Asthaa Chaturvedi, Lynsea Garrison, Stella Tan, Dave Shaw, Elisheba Ittoop and Dan Powell",NA,2273,130,32,NA
"129","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","His definition of national greatness included a commitment to improving health care. A century after his death, we should follow his lead.","https://www.nytimes.com/2019/01/06/opinion/theodore-roosevelt-health-care-progressive.html","His definition of national greatness included a commitment to improving health care. A century after his death, we should follow his lead.","Theodore Roosevelt died 100 years ago Sunday, on Jan. 6, 1919, at his home in Oyster Bay, N.Y. A pulmonary embolism, the doctors said.","A","23","The New York Times","2019-01-06T11:00:03+0000","article","OpEd","Opinion","Op-Ed","nyt://article/8b734cd9-c236-5467-add9-5344cf9e2e1a",2056,"nyt://article/8b734cd9-c236-5467-add9-5344cf9e2e1a",NA,"Theodore Roosevelt Cared Deeply About the Sick. Who Knew?",NA,NA,"Teddy Roosevelt, Health Care Visionary",NA,NA,NA,"By Patricia O'Toole",NA,2273,130,32,NA
"130","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A magazine’s list of companies with the best benefits for mothers also shows how far most companies fall short.","https://www.nytimes.com/2015/09/24/upshot/the-great-divide-in-workplace-benefits.html","A magazine’s list of companies with the best benefits for mothers also shows how far most companies fall short.","For a small, lucky set of parents, the work-family juggle is relatively easy. Their employers give them paid leave; nannies to accompany them on business trips; flexible hours; child and elder care; and even on-site haircuts and nap rooms.","A","3","The New York Times","2015-09-23T13:22:44+0000","article","Business","The Upshot","News","nyt://article/e56046e1-752b-5b02-b405-4cb5df68967d",624,"nyt://article/e56046e1-752b-5b02-b405-4cb5df68967d",NA,"The Great Divide in Workplace Benefits","Work-Life Balance",NA,"A Great Divide in Family-Friendly Workplace Benefits",NA,NA,NA,"By Claire Cain Miller",NA,2273,130,32,NA
"131","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Rooms and beds for retirees are in short supply as the population ages, leaving many vulnerable to companies pitching risky investments.","https://www.nytimes.com/2021/02/27/business/china-retirement-homes.html","Rooms and beds for retirees are in short supply as the population ages, leaving many vulnerable to companies pitching risky investments.","The saleswoman waited for Yang Jinzhong at the bus stop. She took Ms. Yang for a tour in her car. With every call and meeting, the saleswoman made the same pitch: By investing just a little bit of money, Ms. Yang could secure a spot in a retirement home at a great price and make some extra cash to boot.","A","14","The New York Times","2021-02-27T23:00:11+0000","article","Business","Business Day","News","nyt://article/c6348565-88a1-50f3-81ab-73957c24e9d8",1317,"nyt://article/c6348565-88a1-50f3-81ab-73957c24e9d8",NA,"China’s Seniors, Seeking Retirement Homes, Find Scams Instead",NA,NA,"China’s Retirees, Seeking Housing, Find Ponzi Schemes Instead",NA,NA,NA,"By Alexandra Stevenson and Cao Li",NA,2273,140,32,NA
"132","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Millions of Ukrainians have been displaced since the war started. Many elderly or disabled people have been unable or unwilling to leave their homes.","https://www.nytimes.com/2022/04/20/world/dementia-grandparent.html","Millions of Ukrainians have been displaced since the war started. Many elderly or disabled people have been unable or unwilling to leave their homes.","Every morning, Olga Boichak’s grandmother wakes up at her home in western Ukraine, turns on the television and discovers anew that her country is at war.","A","11","The New York Times","2022-04-20T09:46:49+0000","article","Foreign","World","News","nyt://article/fd2f0db5-a4d9-58d3-8451-062cbe6ee62e",823,"nyt://article/fd2f0db5-a4d9-58d3-8451-062cbe6ee62e",NA,"In the fog of dementia, one grandmother learns again and again that her country is at war.",NA,NA,"For Grandmother With Dementia, War Starts Anew Day After Day",NA,NA,NA,"By Victoria Kim",NA,2273,140,32,NA
"133","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Unpaid caregivers provide 90 percent of long-term care for the old or disabled, for those lucky enough to have someone.","https://www.nytimes.com/2015/09/27/nyregion/the-fragile-patchwork-of-care-for-new-yorks-oldest-old.html","Unpaid caregivers provide 90 percent of long-term care for the old or disabled, for those lucky enough to have someone.","John Sorensen stood in the entryway of his Upper West Side apartment with a fresh bruise spreading over his upper arm and a blood-smeared bandage around one shin.","MB","1","The New York Times","2015-09-25T19:23:09+0000","article","Metro","New York","News","nyt://article/ba55957c-24f1-5b8e-9237-4528a194d8a9",2474,"nyt://article/ba55957c-24f1-5b8e-9237-4528a194d8a9",NA,"The Fragile Patchwork of Care for New York’s Oldest Old",NA,NA,"The Fragile Patchwork ",NA,NA,NA,"By John Leland",NA,2273,140,32,NA
"134","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The popular perception of Americans is that they are independent and rootless, but the reality is that people tend not to move very far from their parents.","https://www.nytimes.com/interactive/2015/12/24/upshot/24up-family.html","The popular perception of Americans is that they are independent and rootless, but the reality is that people tend not to move very far from their parents.","The popular perception of Americans is that they are independent and rootless, but the reality is that people tend not to move very far from their parents.",NA,NA,"The New York Times","2015-12-23T14:51:32+0000","multimedia","The Upshot","The Upshot","Interactive Feature","nyt://interactive/f4c2e149-c978-56e5-96d5-d79376148907",0,"nyt://interactive/f4c2e149-c978-56e5-96d5-d79376148907",NA,"The Typical American Lives Only 18 Miles From Mom","Modern Families",NA,NA,NA,NA,NA,"By Quoctrung Bui and Claire Cain Miller",NA,2273,140,32,NA
