"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.subsection_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.print_section","response.docs.print_page","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time"
"161","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","That’s what trans activists say about the Netflix drama “Girl.” But the movie’s supporters say it’s something cisgender viewers need to see.","https://www.nytimes.com/2019/01/02/movies/girl-netflix-film-transgender-debate.html","That’s what trans activists say about the Netflix drama “Girl.” But the movie’s supporters say it’s something cisgender viewers need to see.","“Girl” sounds like a film that transgender moviegoers might rally around. It depicts a teenage trans girl, Lara, raised by a single father who supports not only her dreams of becoming a ballerina but also her gender confirmation surgery. It’s set in Belgium, so much of Lara’s health care is paid for and her doctor and therapist are encouraging caregivers. And it’s a prize winner that is up for a best foreign-language Golden Globe on Sunday.","The New York Times","2019-01-02T18:00:31+0000","article","Culture","Movies",NA,"News","nyt://article/ef411430-2368-5aec-8acd-296406eead6b",1142,"nyt://article/ef411430-2368-5aec-8acd-296406eead6b","C","4","Is a Film About a Transgender Dancer Too ‘Dangerous’ to Watch?","Reporter’s Notebook",NA,"A Film That’s Won Transgender Fans, and Foes",NA,NA,NA,"By Erik Piepenburg",NA,266,160,25
"162","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The strategy is supposed to help the nation transition to what some are calling a “new normal,” but it will require funding from Congress.","https://www.nytimes.com/2022/03/02/us/politics/biden-covid-strategy.html","The strategy is supposed to help the nation transition to what some are calling a “new normal,” but it will require funding from Congress.","WASHINGTON — The White House unveiled its long-awaited new coronavirus response strategy on Wednesday, aimed at turning the corner on the worst public health crisis in a century while also preparing for the next threat.","The New York Times","2022-03-03T00:09:10+0000","article","Washington","U.S.","Politics","News","nyt://article/3d6cd73f-a0ec-580d-a904-7af0faefebb5",1194,"nyt://article/3d6cd73f-a0ec-580d-a904-7af0faefebb5","A","16","Biden’s New Covid Plan: Preparing for New Variants and Avoiding Shutdowns",NA,NA,"Avoiding Shutdowns Is Part of New U.S. Strategy Against Coronavirus",NA,NA,NA,"By Sheryl Gay Stolberg",NA,266,160,25
"163","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The March 9 episode of “The Ezra Klein Show.”","https://www.nytimes.com/2021/03/09/podcasts/ezra-klein-podcast-nadine-burke-harris-transcript.html","The March 9 episode of “The Ezra Klein Show.”","Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Nadine Burke Harris.  Listen wherever you get your podcasts.","The New York Times","2021-03-09T13:20:02+0000","article","OpEd","Podcasts",NA,"Op-Ed","nyt://article/5de2e1d4-42f9-5e4e-9b8f-1c0c30ebb2d5",10361,"nyt://article/5de2e1d4-42f9-5e4e-9b8f-1c0c30ebb2d5",NA,NA,"Transcript: Ezra Klein Interviews Nadine Burke Harris","The Ezra Klein Show",NA,NA,NA,NA,NA,NA,NA,266,160,25
"164","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Miosotis Familia, 48, shot in a police truck, was “a beautiful New York City story,” Mayor Bill de Blasio said at her funeral.","https://www.nytimes.com/2017/07/11/nyregion/nypd-officer-miosotis-familia-funeral.html","Miosotis Familia, 48, shot in a police truck, was “a beautiful New York City story,” Mayor Bill de Blasio said at her funeral.","A pair of police sharpshooters stood atop a day care center in the Bronx on Tuesday morning and peered over the terra cotta and marble facade of a converted movie theater next door. The facade’s mechanical clock was stuck at a couple of minutes after 2. On the ledge, a pigeon cleaned its feathers.","The New York Times","2017-07-11T14:46:49+0000","article","Metro","New York",NA,"News","nyt://article/b3f79d27-6dd9-51e5-92f0-6e076a0a6dd7",1262,"nyt://article/b3f79d27-6dd9-51e5-92f0-6e076a0a6dd7","A","15","Police Mourn Slain Officer, as Do the Bronx Residents She Served",NA,NA,"Police Mourn Slain Officer, as Do the Bronx Residents She Served",NA,NA,NA,"By Benjamin Mueller",NA,266,160,25
"165","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","We're finally on the cusp of a humane family policy.","https://www.nytimes.com/2021/04/29/opinion/biden-speech-child-care.html","We're finally on the cusp of a humane family policy.","When Patty Murray joined the Senate in 1993, one of the first bills she worked on was the Family and Medical Leave Act, which guaranteed 12 weeks of unpaid family leave for people who worked at companies with 50 or more employees.","The New York Times","2021-04-30T00:16:09+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/6c1ce117-c24e-5285-808f-aed383a89c8f",1242,"nyt://article/6c1ce117-c24e-5285-808f-aed383a89c8f","A","19","America Is Brutal to Parents. Biden Is Trying to Change That.","Michelle Goldberg",NA,"America Is Brutal to Parents. Biden Is Trying to Change That.",NA,NA,NA,"By Michelle Goldberg",NA,266,160,25
"166","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The industry used to be recession-proof. Not anymore. The postponement of elective procedures has crushed the bottom line.","https://www.nytimes.com/2020/05/08/upshot/health-jobs-plummeting-virus.html","The industry used to be recession-proof. Not anymore. The postponement of elective procedures has crushed the bottom line.","For more than half a century, in good economic times and bad, health care jobs in the United States just kept increasing. Economists and health analysts thought of them as nearly recession-proof: a buffer against the business cycle.","The New York Times","2020-05-08T14:21:44+0000","article","Upshot","The Upshot",NA,"News","nyt://article/3742284e-6ca7-5162-b9bc-9c4394367f0a",1242,"nyt://article/3742284e-6ca7-5162-b9bc-9c4394367f0a","B","4","Why 1.4 Million Health Jobs Have Been Lost During a Huge Health Crisis",NA,NA,"Putting Off Elective Surgeries Crushes Health Industry",NA,NA,NA,"By Margot Sanger-Katz",NA,266,160,25
"167","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The toll on health care workers, many of whom are giving up their holiday to treat dangerously ill Covid patients, is severe.","https://www.nytimes.com/2021/12/25/us/covid-hospitals.html","The toll on health care workers, many of whom are giving up their holiday to treat dangerously ill Covid patients, is severe.","INDIANAPOLIS — Of all the Covid patients that Ronda Stevenson is treating over Christmas, there’s one she cannot stop thinking about. He has been hospitalized for 10 months, and in all that time his 7-year-old daughter has never once been allowed to visit, prohibited from the hospital by age restrictions that keep families separated. Situations like this are bringing even veteran health care workers to tears.","The New York Times","2021-12-25T10:00:13+0000","article","National","U.S.",NA,"News","nyt://article/cee0bbfd-5487-516b-9e12-1e962a363afd",1213,"nyt://article/cee0bbfd-5487-516b-9e12-1e962a363afd","A","27","Another Christmas of Death and Distress in America’s I.C.U.s",NA,NA,"Another Christmas of Distress And Death in America’s I.C.U.s",NA,NA,NA,"By Sarah Bahr and Mike Baker",NA,266,160,25
"168","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Several readers responded to the news of Kate Spade’s death on Tuesday by talking about their experiences with suicidal depression and the loss of friends and relatives. ","https://www.nytimes.com/2018/06/07/reader-center/kate-spade-suicide-readers.html","Several readers responded to the news of Kate Spade’s death on Tuesday by talking about their experiences with suicidal depression and the loss of friends and relatives. ","When news of Kate Spade’s suicide broke Tuesday morning, many readers responded with an outpouring of empathy and support for both Ms. Spade and her family. The death also prompted several Times commenters to reflect on how their own lives had been touched by a similar experience. ","The New York Times","2018-06-07T12:31:27+0000","article","NewsDesk","Reader Center",NA,"News","nyt://article/5b711ad3-aab9-5b2e-a15b-12edaf2ac694",1208,"nyt://article/5b711ad3-aab9-5b2e-a15b-12edaf2ac694",NA,NA,"Kate Spade’s Suicide Prompts Self-Disclosure and an Outpouring of Empathy ",NA,NA,NA,NA,NA,NA,"By Lela Moore",NA,266,160,25
"169","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","When faced with a death that had felt as if it never would come, I was surprised at the depth of my sadness.","https://www.nytimes.com/2019/10/11/well/family/little-wished-for-deaths.html","When faced with a death that had felt as if it never would come, I was surprised at the depth of my sadness.","The body of a tick encased in wax lies in a candle in my bathroom where I set it aflame after picking it off my son. A mouse got trapped in my car engine and I can smell its little death whenever I’m after some fresh air. The demises those of pests, those of health threats and nuisances, guilty only of trying to survive.","The New York Times","2019-10-11T09:00:15+0000","article","Well","Well","Family","News","nyt://article/e328fcf0-e60f-5b89-9670-57e10c7eeb77",1192,"nyt://article/e328fcf0-e60f-5b89-9670-57e10c7eeb77",NA,NA,"Little Wished-for Deaths","Ties",NA,NA,NA,NA,NA,"By Mary Pembleton",NA,266,160,25
"170","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Russia’s nuclear forces on alert.","https://www.nytimes.com/2022/02/27/briefing/ukraine-war-wuhan-coronavirus.html","Russia’s nuclear forces on alert.","Vladimir Putin, the Russian president, further intensified the crisis in Ukraine by placing his nuclear forces on alert, threatening the West as it rallied behind Ukraine. President Biden chose to de-escalate by refusing to change America’s own alert status, portraying Putin as once again manufacturing a menace. Follow the latest updates.","The New York Times","2022-02-28T04:39:46+0000","article","NYTNow","Briefing",NA,"briefing","nyt://article/47a0975e-576e-5914-ac4a-112f77ab1d4b",1404,"nyt://article/47a0975e-576e-5914-ac4a-112f77ab1d4b",NA,NA,"Your Monday Briefing",NA,NA,NA,NA,NA,NA,"By Natasha Frost",NA,266,160,25
"171","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Hillary Clinton’s D.N.C. appearance tonight is a reminder of how the party has changed since 2016.","https://www.nytimes.com/2020/08/19/us/politics/flashback-flash-forward.html","Hillary Clinton’s D.N.C. appearance tonight is a reminder of how the party has changed since 2016.","Hi. Welcome to On Politics, your guide to the day in national politics. I’m Giovanni Russonello, typically the morning newsletter writer. I’ll be your evening host during the conventions.","The New York Times","2020-08-19T22:20:02+0000","article","Politics","U.S.","Politics","News","nyt://article/57606812-f3da-53d3-b4f0-3a2c43a47f26",1341,"nyt://article/57606812-f3da-53d3-b4f0-3a2c43a47f26",NA,NA,"Flashback/Flash-Forward","On Politics",NA,NA,NA,NA,NA,"By Giovanni Russonello",NA,266,170,28
"172","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","For the writer Dan Avery, crossword puzzles provide a comforting shield from the painful parts of life.","https://www.nytimes.com/2020/01/15/crosswords/crosswords-essay-alzheimers-father.html","For the writer Dan Avery, crossword puzzles provide a comforting shield from the painful parts of life.","I started doing crossword puzzles in the seventh grade.","The New York Times","2020-01-15T11:00:03+0000","article","Games","Crosswords & Games",NA,"News","nyt://article/7251704a-3e31-59d6-82cb-b3f8e01a121c",1324,"nyt://article/7251704a-3e31-59d6-82cb-b3f8e01a121c",NA,NA,"Shelter From Life’s Storms","Solver Stories",NA,NA,NA,NA,NA,"By Dan Avery",NA,266,170,28
"173","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","It’s too soon to know. But some recent data, especially from specific groups, is cause for worry.","https://www.nytimes.com/2021/01/21/magazine/will-the-pandemic-result-in-more-suicides.html","It’s too soon to know. But some recent data, especially from specific groups, is cause for worry.","Even before we entered this darkest of winters, when Covid-19 is relentlessly causing more and more sickness and death — not to mention additional stress, isolation and economic pain — there was evidence suggesting that significantly more people have thought about ending their lives during the pandemic than in recent years. In August, the Centers for Disease Control and Prevention released the results of a nationwide survey conducted during the last week in June: More than 40 percent of those who responded reported symptoms of anxiety or depression or increased substance use, in addition to other struggles. And more than 10 percent said that they had seriously considered suicide in the past 30 days, compared with just over 4 percent who said the same thing in 2018 — and who were referring to suicidal ideation over the previous 12 months. “We want to know, who is most at risk from suicide in the pandemic,” says Paul Nestadt, a psychiatrist at the Johns Hopkins School of Medicine, who was not involved in the survey. And yet, he adds, “we won’t know until it’s mostly over.” That’s because it can take a year or two for the C.D.C. to collect and analyze national mortality data.","The New York Times","2021-01-21T10:00:08+0000","article","Magazine","Magazine",NA,"News","nyt://article/56d50d32-a4c1-5ed8-b7ca-1fe0b602beb3",1370,"nyt://article/56d50d32-a4c1-5ed8-b7ca-1fe0b602beb3",NA,NA,"Will the Pandemic Result in More Suicides?",NA,NA,NA,NA,NA,NA,"By Kim Tingley",NA,266,170,28
