"abstract","snippet","lead_paragraph","source","pub_date","document_type","section_name","type_of_material","_id","subsection_name","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","slideshow_credits"
"This documentary argues that this disease will soon overwhelm both the health and the caregiver systems.","This documentary argues that this disease will soon overwhelm both the health and the caregiver systems.","When a documentary’s talking heads use both “tsunami” and “sinkhole” to describe a problem, it gets your attention. And that is precisely the point of “Alzheimer’s: Every Minute Counts,” which PBS broadcasts on Wednesday.","The New York Times","2017-01-24T21:22:04+0000","article","Arts","Review","nyt://article/a1a4c616-fbf6-55e2-8295-d0fd5c4124f7","Television","Review: ‘Alzheimer’s,’ an Urgent Look on PBS",NA,NA,"An Urgent View of Alzheimer’s Toll",NA,NA,NA,NA
"The carmaker will collaborate with Stanford and M.I.T. to focus on using advances in artificial intelligence technologies to make humans better drivers as opposed to developing self-driving vehicles.","The carmaker will collaborate with Stanford and M.I.T. to focus on using advances in artificial intelligence technologies to make humans better drivers as opposed to developing self-driving vehicles.","The Toyota Motor Corporation announced on Friday an ambitious $50 million robotics and artificial intelligence research effort, in collaboration with Stanford University and the Massachusetts Institute of Technology, to develop “intelligent” rather than self-driving cars.","The New York Times","2015-09-04T17:01:03+0000","article","Science","News","nyt://article/18a76668-833d-5cbe-a791-9177960c98ec",NA,"Toyota to Finance $50 Million ‘Intelligent’ Car Project",NA,NA,"Toyota Aims to Make Car a Co-Pilot for Drivers",NA,NA,NA,NA
"Recent estimates suggest that demand for paid caregivers will far outstrip supply over the next decade.","Recent estimates suggest that demand for paid caregivers will far outstrip supply over the next decade.","If you want fresh evidence of the caregiving crisis that lies in the not-too-distant future, look no further than the employment projections released by the Bureau of Labor Statistics late last year.","The New York Times","2014-02-26T19:30:47+0000","article","Health","News","nyt://article/85a32331-5e0d-5965-a04f-8a6db495f326",NA,"A Shortage of Caregivers","The New Old Age",NA,NA,NA,NA,NA,NA
"While American patients are urged to “battle” at the end of life, a new analysis showed doctors in Britain telling patients about the “journey.”","While American patients are urged to “battle” at the end of life, a new analysis showed doctors in Britain telling patients about the “journey.”","Is a journey better than a battle?","The New York Times","2014-04-22T16:38:58+0000","article","Health","News","nyt://article/542e45a9-162b-5bc8-be53-64869885e105",NA,"Fighting Words Are Rarer Among British Doctors","The New Old Age",NA,NA,NA,NA,NA,NA
"Recent commercial real estate transactions in New York.","Recent commercial real estate transactions in New York.","$3.075 MILLION","The New York Times","2020-03-10T13:00:08+0000","article","Business Day","News","nyt://article/e10b3c97-d029-5db6-82c9-4496f91aab70",NA,"Recent Commercial Real Estate Transactions",NA,NA,"Transactions",NA,NA,NA,NA
"Two doctors, one now a patient, write about impending dementia and end-of-life care.","Two doctors, one now a patient, write about impending dementia and end-of-life care.","This week, let me pass along some of the more absorbing blogs and Web sites I’ve come across recently, other corners of the online world where people are talking about aging and caregiving from very different perspectives.","The New York Times","2013-06-24T15:50:20+0000","article","Health","News","nyt://article/bc4e83dd-7796-5c0b-8404-c007380fecf4",NA,"Two Blogs Worth Reading","The New Old Age",NA,NA,NA,NA,NA,NA
"Guilt around your good fortune will not change the failures of late stage capitalism.","Guilt around your good fortune will not change the failures of late stage capitalism.","Send questions about the office, money, careers and work-life balance to workfriend@nytimes.com. Include your name and location, or a request to remain anonymous. Letters may be edited.","The New York Times","2022-05-06T15:06:20+0000","article","Business Day","News","nyt://article/c31b2c9e-8356-5ad9-902c-ec5d5e87275f",NA,"You Bought a House. Your Colleague Didn’t. It’s Still OK to Celebrate.","work Friend",NA,"Celebrating a Milestone With Care",NA,NA,NA,NA
"Representative Earl Blumenauer, Democrat of Oregon, still believes that doctors should be paid to discuss patient preferences at the end of life.","Representative Earl Blumenauer, Democrat of Oregon, still believes that doctors should be paid to discuss patient preferences at the end of life.","Give Representative Earl Blumenauer, a nine-term Democrat from Oregon, credit for two things. First, a sense of humor: He began an op-ed piece he wrote for The New York Times a few years back with, “I didn’t mean to kill Grandma.” He sometimes adopts the very phrase he got slurred with in 2010, referring to himself, ironically, as “the death-panel guy,” just as the president and his administration now embrace “Obamacare.”","The New York Times","2013-08-28T10:00:30+0000","article","Health","News","nyt://article/114821c7-e55a-5013-a78e-5ea939fcac24",NA,"A Renewed Push for End-of-Life Discussions","The New Old Age",NA,NA,NA,NA,NA,NA
"New legislation will bring greater federal oversight to hospice programs across the country.","New legislation will bring greater federal oversight to hospice programs across the country.","Bipartisan legislation, that increasingly rare phenomenon, will soon bring greater federal oversight to hospice programs across the country.","The New York Times","2014-10-06T21:33:16+0000","article","Health","News","nyt://article/d5999702-0c9d-5851-b88c-be9e3ed450fd",NA,"Extra Scrutiny for Hospices","The New Old Age",NA,NA,NA,NA,NA,NA
"Sacha Goldberger, a French photographer, turned his 93-year-old grandmother, Frederika Goldberger, into a minor European celebrity with his creation of Super Mamika — an outgrowth of their unusual caregiving relationship.","Sacha Goldberger, a French photographer, turned his 93-year-old grandmother, Frederika Goldberger, into a minor European celebrity with his creation of Super Mamika — an outgrowth of their unusual caregiving relationship.","“My grandmother, she’s not a normal person. She’s like a character when she speaks. Every day she’s playing like she’s an actress.”","The New York Times","2013-02-01T10:33:12+0000","article","Health","News","nyt://article/aa847d8b-a6ed-52c9-aa24-6fcc34a03d68",NA,"Caregiving, Laced With Humor","The New Old Age",NA,NA,NA,NA,NA,NA
"Time will tell if my country’s coronavirus plan was wise.","Time will tell if my country’s coronavirus plan was wise.","STOCKHOLM — It’s noon here, and from the window of my home office I can see my two daughters playing in the yard at their preschool across the street. I reach for my phone to text my best friend, a nurse who lives in Westport, Conn., to share some family trivia I just discovered. She has been hunkered down in her home with her husband and their two young daughters since March. She’s beginning to wonder what they will lose first — their jobs or their minds.","The New York Times","2020-05-15T09:00:23+0000","article","Opinion","Op-Ed","nyt://article/ba09cd16-f0d3-5d9a-87e1-02a270b26d34",NA,"I Live in Sweden. I’m Not Panicking.",NA,NA,NA,NA,NA,NA,NA
"Women who provide care are far less likely to be in the work force, a new study finds.","Women who provide care are far less likely to be in the work force, a new study finds.","Trying to hold onto a job while caring for a family member is a tough juggling act. Caregivers sometimes have to arrive late or leave early, cut back to part-time work, and decline travel or promotions.","The New York Times","2013-11-21T10:00:28+0000","article","Health","News","nyt://article/27fe7d21-12bc-5a1a-89a0-46c29368773c",NA,"Work, Women and Caregiving","The New Old Age",NA,NA,NA,NA,NA,NA
"The former leaders of the state-run Holyoke Soldiers’ Home in Massachusetts were indicted by a state grand jury on abuse and neglect charges related to their work there.","The former leaders of the state-run Holyoke Soldiers’ Home in Massachusetts were indicted by a state grand jury on abuse and neglect charges related to their work there.","Two former leaders of a Massachusetts veterans’ home were indicted on charges of criminal neglect in connection to a coronavirus outbreak that contributed to the deaths of at least 76 residents, the state’s attorney general said on Friday.","The New York Times","2020-09-25T15:05:28+0000","article","U.S.","News","nyt://article/215d9106-c6a7-57fa-b839-e18fa92a002a",NA,"Two Charged in Coronavirus Outbreak at Veterans’ Home That Left 76 Dead",NA,NA,NA,NA,NA,NA,NA
"As the survivors of Nazi brutality become ever older, an effort to have Germany spend more on in-home care for them has taken on a new urgency.","As the survivors of Nazi brutality become ever older, an effort to have Germany spend more on in-home care for them has taken on a new urgency.","BERLIN — The German government is negotiating with Jewish representatives to ensure that the thousands of poorest and weakest Holocaust survivors worldwide receive the intensive care they need to live out their final years at home.","The New York Times","2016-04-22T18:08:52+0000","article","World","News","nyt://article/65a607e8-293e-5d69-85ed-e1c988a669d8","Europe","As Holocaust Becomes More Distant, Survivors’ Needs Intensify",NA,NA,"Holocaust Survivors’ Needs Become Acute With Age",NA,NA,NA,NA
